,seq_num[ce],Genus,Scientific Name,Min Elevation,Max Elevation,Latitude,Longitude,Specific Epithet
111,214bd6dc-82f0-11de-a532-001f29e2923c,Empoasca,empoasca solana,,,,,solana
112,214ef93e-82f0-11de-a532-001f29e2923c,Exitianus,exitianus plebeius,,,-16.85056,-151.35194,plebeius
113,21522492-82f0-11de-a532-001f29e2923c,Exitianus,exitianus plebeius,,,-16.85056,-151.35194,plebeius
114,21554cee-82f0-11de-a532-001f29e2923c,Exitianus,exitianus plebeius,,,-16.85056,-151.35194,plebeius
115,21586cc6-82f0-11de-a532-001f29e2923c,Gyponana,gyponana germari,,,,,germari
116,215b9e96-82f0-11de-a532-001f29e2923c,Gyponana,gyponana germari,,,,,germari
117,215ebebe-82f0-11de-a532-001f29e2923c,Homalodisca,homalodisca vitripennis,600.0,600.0,-17.50111,-149.84111,vitripennis
118,2161e026-82f0-11de-a532-001f29e2923c,Homalodisca,homalodisca vitripennis,,,-17.76833,-149.47194,vitripennis
119,2165004e-82f0-11de-a532-001f29e2923c,Balclutha,balclutha rosea,500.0,500.0,-16.49917,-151.73972,rosea
120,216823be-82f0-11de-a532-001f29e2923c,Homalodisca,homalodisca vitripennis,500.0,500.0,-16.49917,-151.73972,vitripennis
121,2187815a-82f0-11de-a532-001f29e2923c,Balclutha,balclutha rosea,,,-16.44917,-152.24833,rosea
122,219a8318-82f0-11de-a532-001f29e2923c,Sophonia,sophonia rufofascia,800.0,800.0,-16.78167,-151.44833,rufofascia
123,21aa460e-82f0-11de-a532-001f29e2923c,Balclutha,balclutha rosea,,,-16.44917,-152.24833,rosea
124,21dc9c1c-82f0-11de-a532-001f29e2923c,Tharra,tharra nitida,800.0,800.0,-16.78167,-151.44833,nitida
125,21dfc086-82f0-11de-a532-001f29e2923c,Tharra,tharra nitida,800.0,800.0,-16.78167,-151.44833,nitida
126,21e2f026-82f0-11de-a532-001f29e2923c,Tharra,tharra nitida,800.0,800.0,-16.78167,-151.44833,nitida
127,21e7aa08-82f0-11de-a532-001f29e2923c,Tharra,tharra nitida,800.0,800.0,-16.78167,-151.44833,nitida
128,21ec76dc-82f0-11de-a532-001f29e2923c,Tharra,tharra nitida,800.0,800.0,-16.78167,-151.44833,nitida
129,21f1218c-82f0-11de-a532-001f29e2923c,Tharra,tharra nitida,800.0,800.0,-16.78167,-151.44833,nitida
130,21fa73ae-82f0-11de-a532-001f29e2923c,Tharra,tharra nitida,800.0,800.0,-16.78167,-151.44833,nitida
131,21fefdfc-82f0-11de-a532-001f29e2923c,Tharra,tharra nitida,800.0,800.0,-16.78167,-151.44833,nitida
132,22021bb8-82f0-11de-a532-001f29e2923c,Tharra,tharra nitida,800.0,800.0,-16.78167,-151.44833,nitida
133,2205793e-82f0-11de-a532-001f29e2923c,Tharra,tharra nitida,800.0,800.0,-16.78167,-151.44833,nitida
134,220899e8-82f0-11de-a532-001f29e2923c,Tharra,tharra nitida,800.0,800.0,-16.78167,-151.44833,nitida
135,220bbaf6-82f0-11de-a532-001f29e2923c,Tharra,tharra nitida,800.0,800.0,-16.78167,-151.44833,nitida
136,220ee35c-82f0-11de-a532-001f29e2923c,Tharra,tharra nitida,800.0,800.0,-16.78167,-151.44833,nitida
137,2212050a-82f0-11de-a532-001f29e2923c,Tharra,tharra nitida,800.0,800.0,-16.78167,-151.44833,nitida
138,221542c4-82f0-11de-a532-001f29e2923c,Tharra,tharra nitida,800.0,800.0,-16.78167,-151.44833,nitida
139,2218604e-82f0-11de-a532-001f29e2923c,Tharra,tharra nitida,800.0,800.0,-16.78167,-151.44833,nitida
140,221ed2d0-82f0-11de-a532-001f29e2923c,Tharra,tharra nitida,800.0,800.0,-16.78167,-151.44833,nitida
141,2221fe74-82f0-11de-a532-001f29e2923c,Tharra,tharra nitida,800.0,800.0,-16.78167,-151.44833,nitida
142,22251eec-82f0-11de-a532-001f29e2923c,Tharra,tharra nitida,800.0,800.0,-16.78167,-151.44833,nitida
143,2228522e-82f0-11de-a532-001f29e2923c,Tharra,tharra nitida,800.0,800.0,-16.78167,-151.44833,nitida
144,222b6ea0-82f0-11de-a532-001f29e2923c,Tharra,tharra nitida,465.0,465.0,,,nitida
145,222e8d92-82f0-11de-a532-001f29e2923c,Tharra,tharra nitida,465.0,465.0,,,nitida
146,2231ab30-82f0-11de-a532-001f29e2923c,Tharra,tharra nitida,465.0,465.0,,,nitida
147,2234caf4-82f0-11de-a532-001f29e2923c,Tharra,tharra nitida,465.0,465.0,,,nitida
148,2237e932-82f0-11de-a532-001f29e2923c,Tharra,tharra nitida,465.0,465.0,,,nitida
149,223b0fd6-82f0-11de-a532-001f29e2923c,Tharra,tharra nitida,465.0,465.0,,,nitida
150,223e4660-82f0-11de-a532-001f29e2923c,Batracomorphus,batracomorphus colina,1400.0,1400.0,-17.58917,-149.50528,colina
151,2241526a-82f0-11de-a532-001f29e2923c,Tharra,tharra nitida,712.0,712.0,,,nitida
152,22445244-82f0-11de-a532-001f29e2923c,Tharra,tharra nitida,712.0,712.0,,,nitida
153,22474dbe-82f0-11de-a532-001f29e2923c,Tharra,tharra nitida,712.0,712.0,,,nitida
154,224a6c2e-82f0-11de-a532-001f29e2923c,Tharra,tharra nitida,712.0,712.0,,,nitida
155,224f57de-82f0-11de-a532-001f29e2923c,Tharra,tharra nitida,712.0,712.0,,,nitida
156,2254168e-82f0-11de-a532-001f29e2923c,Tharra,tharra nitida,712.0,712.0,,,nitida
157,2258d39a-82f0-11de-a532-001f29e2923c,Tharra,tharra nitida,722.0,722.0,,,nitida
158,225d9af6-82f0-11de-a532-001f29e2923c,Tharra,tharra nitida,722.0,722.0,,,nitida
159,22624524-82f0-11de-a532-001f29e2923c,Tharra,tharra nitida,722.0,722.0,,,nitida
160,226704f6-82f0-11de-a532-001f29e2923c,Tharra,tharra nitida,722.0,722.0,,,nitida
161,9f7d6e20-27f6-11df-8033-001f29e2923c,Gyponana,gyponana germari,457.0,457.0,-17.53401,-149.81557,germari
162,9288ec20-8946-11de-a532-001f29e2923c,Cylas,cylas formicarius,30.0,30.0,-17.49156,-149.82856,formicarius
163,f8639c80-27f6-11df-8033-001f29e2923c,Homalodisca,homalodisca vitripennis,310.0,310.0,-17.51515,-149.7943,vitripennis
164,5e32fa48-894a-11de-a532-001f29e2923c,Lagocheirus,lagocheirus araneiformis,30.0,30.0,-17.49156,-149.82856,araneiformis
165,5e36265a-894a-11de-a532-001f29e2923c,Coleotichus,coleotichus adamsoni,30.0,30.0,-17.49156,-149.82856,adamsoni
166,5f02a068-894a-11de-a532-001f29e2923c,Hermetia,hermetia illucens,30.0,30.0,-17.49156,-149.82856,illucens
167,09f909fc-bab1-11de-9329-001f29e2923c,Macroglossum,macroglossum hirundo,310.0,310.0,-17.50041,-149.8986,hirundo
168,09fc1c14-bab1-11de-9329-001f29e2923c,Hyblaea,hyblaea puera,310.0,310.0,-17.50041,-149.8986,puera
169,8a9c8bbe-85c3-11e4-b3bf-00248188a0be,Herpetogramma,herpetogramma licarsisalis,310.0,310.0,-17.50041,-149.8986,licarsisalis
170,782d3046-85c3-11e4-b3bf-00248188a0be,Herpetogramma,herpetogramma licarsisalis,310.0,310.0,-17.50041,-149.8986,licarsisalis
171,0dfb8f92-85c3-11e4-b3bf-00248188a0be,Maruca,maruca vitrata,310.0,310.0,-17.50041,-149.8986,vitrata
172,0a8244ba-bab1-11de-9329-001f29e2923c,Cydia,cydia pseudomalesana,310.0,310.0,-17.50041,-149.8986,pseudomalesana
173,7d176a42-85c1-11e4-b3bf-00248188a0be,Pectinophora,pectinophora gossypiella,310.0,310.0,-17.50041,-149.8986,gossypiella
174,0b030d02-bab1-11de-9329-001f29e2923c,Targalla,targalla delatrix,800.0,800.0,-17.52654,-149.80339,delatrix
175,f5a37f4e-8695-11e4-93ff-00248188a0be,Opogona,opogona regressa,800.0,800.0,-17.52654,-149.80339,regressa
176,be94c902-c832-11e4-8441-00248188a0be,Plutella,plutella xylostella,800.0,800.0,-17.52654,-149.80339,xylostella
177,895884c6-27f7-11df-8033-001f29e2923c,Tharra,tharra tahitiensis,800.0,800.0,-17.52654,-149.80339,tahitiensis
178,0b55a0ee-bab1-11de-9329-001f29e2923c,Dichelopa,dichelopa argoschista,800.0,800.0,-17.52654,-149.80339,argoschista
179,75be9ece-8697-11e4-93ff-00248188a0be,Labdia,labdia dicyanitis,800.0,800.0,-17.52654,-149.80339,dicyanitis
180,0baca844-bab1-11de-9329-001f29e2923c,Trissodoris,trissodoris honorariella,350.0,350.0,-17.54855,-149.84122,honorariella
181,0bd5597e-bab1-11de-9329-001f29e2923c,Hippotion,hippotion celerio,1120.0,1120.0,-17.55191,-149.82112,celerio
182,330f50b8-868e-11e4-93ff-00248188a0be,Hypena,hypena longfieldiae,840.0,840.0,-17.55352,-149.81747,longfieldiae
183,f1682dce-868d-11e4-93ff-00248188a0be,Condica,condica hollowayi,840.0,840.0,-17.55352,-149.81747,hollowayi
184,c50e97f0-868c-11e4-93ff-00248188a0be,Condica,condica hollowayi,840.0,840.0,-17.55352,-149.81747,hollowayi
185,12888286-8690-11e4-93ff-00248188a0be,Condica,condica illecta,840.0,840.0,-17.55352,-149.81747,illecta
186,9db52ed2-868f-11e4-93ff-00248188a0be,Callopistria,callopistria steevei,840.0,840.0,-17.55352,-149.81747,steevei
187,e31cb55e-27f7-11df-8033-001f29e2923c,Lallemandana,lallemandana fenestrata,940.0,940.0,-17.55337,-149.8186,fenestrata
188,00a0cc8c-27f8-11df-8033-001f29e2923c,Tharra,tharra tahitiensis,940.0,940.0,-17.55337,-149.8186,tahitiensis
189,13aa3480-27f8-11df-8033-001f29e2923c,Tharra,tharra tahitiensis,940.0,940.0,-17.55337,-149.8186,tahitiensis
190,2b2c0bf6-27f8-11df-8033-001f29e2923c,Tharra,tharra tahitiensis,940.0,940.0,-17.55337,-149.8186,tahitiensis
191,836caa5e-27fe-11df-8033-001f29e2923c,Tharra,tharra tahitiensis,940.0,940.0,-17.55337,-149.8186,tahitiensis
192,0d03775e-bab1-11de-9329-001f29e2923c,Dichelopa,dichelopa argoschista,940.0,940.0,-17.55337,-149.8186,argoschista
193,b10e7aba-8694-11e4-93ff-00248188a0be,Opogona,opogona discordia,940.0,940.0,-17.55337,-149.8186,discordia
194,8d5dec68-8694-11e4-93ff-00248188a0be,Opogona,opogona discordia,940.0,940.0,-17.55337,-149.8186,discordia
195,6b5f3ebe-8694-11e4-93ff-00248188a0be,Opogona,opogona discordia,940.0,940.0,-17.55337,-149.8186,discordia
196,297450c0-8694-11e4-93ff-00248188a0be,Opogona,opogona discordia,940.0,940.0,-17.55337,-149.8186,discordia
197,3cf6e0da-8695-11e4-93ff-00248188a0be,Adeana,adeana leucoxantha,940.0,940.0,-17.55337,-149.8186,leucoxantha
198,0d737234-bab1-11de-9329-001f29e2923c,Cydia,cydia pseudomalesana,300.0,300.0,-17.49453,-149.83711,pseudomalesana
199,dea76232-8b1e-11e4-93ff-00248188a0be,Pectinophora,pectinophora gossypiella,300.0,300.0,-17.49453,-149.83711,gossypiella
200,dbf94840-8b1c-11e4-93ff-00248188a0be,Omiodes,omiodes diemenalis,75.0,75.0,-17.5284,-149.8605,diemenalis
201,7ecfac18-8b1c-11e4-93ff-00248188a0be,Luceria,luceria oculalis,75.0,75.0,-17.5284,-149.8605,oculalis
202,394c2d4c-85bd-11e4-b3bf-00248188a0be,Plutella,plutella xylostella,75.0,75.0,-17.5284,-149.8605,xylostella
203,02beb706-8b1f-11e4-93ff-00248188a0be,Labdia,labdia dicyanitis,340.0,340.0,-17.50173,-149.89871,dicyanitis
204,556be868-8695-11e4-93ff-00248188a0be,Adeana,adeana leucoxantha,410.0,410.0,-17.4921,-149.78548,leucoxantha
205,0e12e1fc-bab1-11de-9329-001f29e2923c,Omiodes,omiodes diemenalis,410.0,410.0,-17.4921,-149.78548,diemenalis
206,550e27f2-85c1-11e4-b3bf-00248188a0be,Targalla,targalla delatrix,310.0,310.0,-17.50041,-149.8986,delatrix
207,131bb65c-85c1-11e4-b3bf-00248188a0be,Aedia,aedia sericea,310.0,310.0,-17.50041,-149.8986,sericea
208,62bb2e5a-85c0-11e4-b3bf-00248188a0be,Callopistria,callopistria steevei,310.0,310.0,-17.50041,-149.8986,steevei
209,b1205776-85bd-11e4-b3bf-00248188a0be,Callopistria,callopistria maillardi,310.0,310.0,-17.50041,-149.8986,maillardi
210,7676fb16-85c2-11e4-b3bf-00248188a0be,Chrysodeixis,chrysodeixis chalcites,310.0,310.0,-17.50041,-149.8986,chalcites
211,e2aa181e-a2cc-11e4-8c9e-00248188a0be,Omiodes,omiodes diemenalis,15.0,15.0,,,diemenalis
212,da44816a-a465-11e4-8c9e-00248188a0be,Chasmina,chasmina tibialis,15.0,15.0,,,tibialis
