,seq_num[ce],MinElevationMeters[ce],MaxElevationMeters[ce],Genus,SpecificEpithet,DecimalLatitude[ce],DecimalLongitude[ce],Scientific Name
42,eea38f5e-5c57-11de-98cb-001f29e2923c,245.0,245.0,Cnaphalocrocis,hemicrossa,-17.54139,-149.82686,cnaphalocrocis hemicrossa
43,eea3b3e4-5c57-11de-98cb-001f29e2923c,2.0,2.0,Kallitaxila,sinica,-17.55119,-149.77596,kallitaxila sinica
44,eea3c1ae-5c57-11de-98cb-001f29e2923c,1.0,1.0,Assara,halmophila,-17.492,-149.82639,assara halmophila
45,eea3fa2a-5c57-11de-98cb-001f29e2923c,413.0,413.0,Hyblaea,puera,-17.53724,-149.86766,hyblaea puera
46,eea3fade-5c57-11de-98cb-001f29e2923c,413.0,413.0,Macroglossum,hirundo,-17.53724,-149.86766,macroglossum hirundo
47,eea3fb88-5c57-11de-98cb-001f29e2923c,413.0,413.0,Chrysodeixis,chalcites,-17.53724,-149.86766,chrysodeixis chalcites
48,eea3fc3c-5c57-11de-98cb-001f29e2923c,413.0,413.0,Spodoptera,litura,-17.53724,-149.86766,spodoptera litura
49,eea3fce6-5c57-11de-98cb-001f29e2923c,413.0,413.0,Anomis,sabulifera,-17.53724,-149.86766,anomis sabulifera
50,eea3fd90-5c57-11de-98cb-001f29e2923c,413.0,413.0,Cryptophlebia,pallifimbriana,-17.53724,-149.86766,cryptophlebia pallifimbriana
51,eea3ffb6-5c57-11de-98cb-001f29e2923c,420.0,420.0,Eudocima,fullonia,-17.53637,-149.86969,eudocima fullonia
52,eea4006a-5c57-11de-98cb-001f29e2923c,420.0,420.0,Gnathothlibus,erotus,-17.53637,-149.86969,gnathothlibus erotus
53,eea40114-5c57-11de-98cb-001f29e2923c,420.0,420.0,Macroglossum,hirundo,-17.53637,-149.86969,macroglossum hirundo
54,eea4081c-5c57-11de-98cb-001f29e2923c,420.0,420.0,Hyblaea,puera,-17.53637,-149.86969,hyblaea puera
55,eea408da-5c57-11de-98cb-001f29e2923c,420.0,420.0,Chasmina,tibialis,-17.53637,-149.86969,chasmina tibialis
56,eea40aec-5c57-11de-98cb-001f29e2923c,420.0,420.0,Anomis,sabulifera,-17.53637,-149.86969,anomis sabulifera
57,eea40db2-5c57-11de-98cb-001f29e2923c,420.0,420.0,Piletocera,signiferalis,-17.53637,-149.86969,piletocera signiferalis
58,eea40f10-5c57-11de-98cb-001f29e2923c,420.0,420.0,Endotricha,mesenterialis,-17.53637,-149.86969,endotricha mesenterialis
59,eea42298-5c57-11de-98cb-001f29e2923c,420.0,420.0,Stoeberhinus,testaceus,-17.53637,-149.86969,stoeberhinus testaceus
60,eea4359e-5c57-11de-98cb-001f29e2923c,353.0,353.0,Ornidia,obesa,-17.53626,-149.86641,ornidia obesa
61,ccccfb20-a2cb-11e4-8c9e-00248188a0be,54.0,54.0,Omiodes,diemenalis,-17.52818,-149.85561,omiodes diemenalis
62,eea45b50-5c57-11de-98cb-001f29e2923c,236.0,236.0,Maruca,vitrata,-17.5419,-149.82809,maruca vitrata
63,eea46456-5c57-11de-98cb-001f29e2923c,236.0,236.0,Cryptophlebia,pallifimbriana,-17.54207,-149.82674,cryptophlebia pallifimbriana
64,eea46500-5c57-11de-98cb-001f29e2923c,236.0,236.0,Cryptophlebia,pallifimbriana,-17.54207,-149.82674,cryptophlebia pallifimbriana
65,eea465b4-5c57-11de-98cb-001f29e2923c,470.0,470.0,Cryptophlebia,pallifimbriana,-16.76649,-151.45656,cryptophlebia pallifimbriana
66,eea47464-5c57-11de-98cb-001f29e2923c,236.0,236.0,Cryptoblabes,plagioleuca,-17.54207,-149.82674,cryptoblabes plagioleuca
67,8b5f92ce-5df8-11de-96b8-001f29e2923c,138.0,158.0,Colocasia,esculenta,-17.53631,-149.82951,colocasia esculenta
68,2c3d5b74-7634-11de-b1b5-001f29e2923c,50.0,50.0,Heteropsylla,cubana,17.49153,149.82886,heteropsylla cubana
69,2c79776c-7634-11de-b1b5-001f29e2923c,100.0,100.0,Mesohomotoma,hibisci,17.53121,149.86319,mesohomotoma hibisci
70,2c7e0624-7634-11de-b1b5-001f29e2923c,100.0,100.0,Kallitaxila,sinica,17.53121,149.86319,kallitaxila sinica
71,afe41efe-7643-11de-b1b5-001f29e2923c,,,Ceresium,unicolor,-17.50194,-149.815,ceresium unicolor
72,aff95d0a-7643-11de-b1b5-001f29e2923c,,,Placosternus,crinicornis,-17.57913,-149.7995,placosternus crinicornis
73,b0027610-7643-11de-b1b5-001f29e2923c,,,Placosternus,crinicornis,-17.49058,-149.82669,placosternus crinicornis
74,b023da76-7643-11de-b1b5-001f29e2923c,,,Leptoglossus,australis,,,leptoglossus australis
75,b04f4378-7643-11de-b1b5-001f29e2923c,,,Placosternus,crinicornis,-17.49058,-149.82669,placosternus crinicornis
76,b07a1594-7643-11de-b1b5-001f29e2923c,,,Ceresium,unicolor,-17.49058,-149.82669,ceresium unicolor
77,b07d202c-7643-11de-b1b5-001f29e2923c,,,Protaetia,fusca,-17.49058,-149.82669,protaetia fusca
78,b0835082-7643-11de-b1b5-001f29e2923c,,,Ceresium,unicolor,-17.49058,-149.82669,ceresium unicolor
79,b0867c8a-7643-11de-b1b5-001f29e2923c,,,Raiatea,ouliatea,,,raiatea ouliatea
80,b0898a4c-7643-11de-b1b5-001f29e2923c,,,Raiatea,ouliatea,,,raiatea ouliatea
81,b0915592-7643-11de-b1b5-001f29e2923c,,,Placosternus,crinicornis,-17.5421,-148.8267,placosternus crinicornis
82,b09aacaa-7643-11de-b1b5-001f29e2923c,,,Placosternus,crinicornis,-17.5421,-148.8267,placosternus crinicornis
83,b09f4486-7643-11de-b1b5-001f29e2923c,,,Placosternus,crinicornis,-17.5421,-148.8267,placosternus crinicornis
84,b0a3d9c4-7643-11de-b1b5-001f29e2923c,,,Placosternus,crinicornis,-17.5421,-148.8267,placosternus crinicornis
85,b0a87088-7643-11de-b1b5-001f29e2923c,,,Placosternus,crinicornis,-17.5421,-148.8267,placosternus crinicornis
86,b0ac5e14-7643-11de-b1b5-001f29e2923c,,,Placosternus,crinicornis,-17.57913,-149.7995,placosternus crinicornis
87,e1bb2174-dacb-11de-8a69-001f29e2923c,130.0,130.0,Anoplolepis,gracilipes,-9.97944,-138.83917,anoplolepis gracilipes
88,f97109a4-b73f-11e4-8441-00248188a0be,,,Cimex,lectularius,-17.48889,-149.87694,cimex lectularius
89,f143cede-a1bd-11df-a7a8-001f29e2923c,600.0,600.0,Homalodisca,vitripennis,-17.50111,-149.84111,homalodisca vitripennis
90,20dd9a28-82f0-11de-a532-001f29e2923c,1900.0,1900.0,Batracomorphus,colina,-17.58917,-149.50528,batracomorphus colina
91,20e0c8a6-82f0-11de-a532-001f29e2923c,722.0,722.0,Tharra,nitida,,,tharra nitida
92,20e3ef36-82f0-11de-a532-001f29e2923c,722.0,722.0,Tharra,nitida,,,tharra nitida
93,20e72642-82f0-11de-a532-001f29e2923c,722.0,722.0,Tharra,nitida,,,tharra nitida
94,20ea494e-82f0-11de-a532-001f29e2923c,800.0,800.0,Tharra,nitida,-16.78167,-151.44833,tharra nitida
95,20ed6b60-82f0-11de-a532-001f29e2923c,,,Tharra,nitida,,,tharra nitida
96,20f08a48-82f0-11de-a532-001f29e2923c,800.0,800.0,Tharra,nitida,-16.78167,-151.44833,tharra nitida
97,20fd152e-82f0-11de-a532-001f29e2923c,500.0,500.0,Tharra,tahitiensis,-16.49917,-151.73972,tharra tahitiensis
98,21003592-82f0-11de-a532-001f29e2923c,1400.0,1400.0,Batracomorphus,colina,-17.58917,-149.50528,batracomorphus colina
99,210351f0-82f0-11de-a532-001f29e2923c,1900.0,1900.0,Tharra,tahitiensis,-17.58917,-149.50528,tharra tahitiensis
100,21067254-82f0-11de-a532-001f29e2923c,300.0,300.0,Tharra,tahitiensis,-16.77972,-150.9725,tharra tahitiensis
101,2109a2ee-82f0-11de-a532-001f29e2923c,300.0,300.0,Tharra,tahitiensis,-16.77972,-150.9725,tharra tahitiensis
102,210cc0a0-82f0-11de-a532-001f29e2923c,,,Tharra,tahitiensis,,,tharra tahitiensis
103,210fdd44-82f0-11de-a532-001f29e2923c,500.0,500.0,Tharra,tahitiensis,-16.49917,-151.73972,tharra tahitiensis
104,21133340-82f0-11de-a532-001f29e2923c,500.0,500.0,Tharra,tahitiensis,-16.49917,-151.73972,tharra tahitiensis
105,21165200-82f0-11de-a532-001f29e2923c,300.0,300.0,Tharra,tahitiensis,-16.77972,-150.9725,tharra tahitiensis
106,2122f7da-82f0-11de-a532-001f29e2923c,500.0,500.0,Balclutha,rosea,-16.49917,-151.73972,balclutha rosea
107,21261956-82f0-11de-a532-001f29e2923c,,,Dryadomorpha,metrosideri,,,dryadomorpha metrosideri
108,212942ca-82f0-11de-a532-001f29e2923c,1400.0,1400.0,Dryadomorpha,metrosideri,-17.58917,-149.50528,dryadomorpha metrosideri
109,21410810-82f0-11de-a532-001f29e2923c,,,Balclutha,incisa,,,balclutha incisa
110,2148b5a6-82f0-11de-a532-001f29e2923c,,,Empoasca,solana,,,empoasca solana
111,214bd6dc-82f0-11de-a532-001f29e2923c,,,Empoasca,solana,,,empoasca solana
112,214ef93e-82f0-11de-a532-001f29e2923c,,,Exitianus,plebeius,-16.85056,-151.35194,exitianus plebeius
113,21522492-82f0-11de-a532-001f29e2923c,,,Exitianus,plebeius,-16.85056,-151.35194,exitianus plebeius
114,21554cee-82f0-11de-a532-001f29e2923c,,,Exitianus,plebeius,-16.85056,-151.35194,exitianus plebeius
115,21586cc6-82f0-11de-a532-001f29e2923c,,,Gyponana,germari,,,gyponana germari
116,215b9e96-82f0-11de-a532-001f29e2923c,,,Gyponana,germari,,,gyponana germari
117,215ebebe-82f0-11de-a532-001f29e2923c,600.0,600.0,Homalodisca,vitripennis,-17.50111,-149.84111,homalodisca vitripennis
118,2161e026-82f0-11de-a532-001f29e2923c,,,Homalodisca,vitripennis,-17.76833,-149.47194,homalodisca vitripennis
119,2165004e-82f0-11de-a532-001f29e2923c,500.0,500.0,Balclutha,rosea,-16.49917,-151.73972,balclutha rosea
120,216823be-82f0-11de-a532-001f29e2923c,500.0,500.0,Homalodisca,vitripennis,-16.49917,-151.73972,homalodisca vitripennis
121,2187815a-82f0-11de-a532-001f29e2923c,,,Balclutha,rosea,-16.44917,-152.24833,balclutha rosea
122,219a8318-82f0-11de-a532-001f29e2923c,800.0,800.0,Sophonia,rufofascia,-16.78167,-151.44833,sophonia rufofascia
123,21aa460e-82f0-11de-a532-001f29e2923c,,,Balclutha,rosea,-16.44917,-152.24833,balclutha rosea
124,21dc9c1c-82f0-11de-a532-001f29e2923c,800.0,800.0,Tharra,nitida,-16.78167,-151.44833,tharra nitida
125,21dfc086-82f0-11de-a532-001f29e2923c,800.0,800.0,Tharra,nitida,-16.78167,-151.44833,tharra nitida
126,21e2f026-82f0-11de-a532-001f29e2923c,800.0,800.0,Tharra,nitida,-16.78167,-151.44833,tharra nitida
127,21e7aa08-82f0-11de-a532-001f29e2923c,800.0,800.0,Tharra,nitida,-16.78167,-151.44833,tharra nitida
128,21ec76dc-82f0-11de-a532-001f29e2923c,800.0,800.0,Tharra,nitida,-16.78167,-151.44833,tharra nitida
129,21f1218c-82f0-11de-a532-001f29e2923c,800.0,800.0,Tharra,nitida,-16.78167,-151.44833,tharra nitida
130,21fa73ae-82f0-11de-a532-001f29e2923c,800.0,800.0,Tharra,nitida,-16.78167,-151.44833,tharra nitida
131,21fefdfc-82f0-11de-a532-001f29e2923c,800.0,800.0,Tharra,nitida,-16.78167,-151.44833,tharra nitida
132,22021bb8-82f0-11de-a532-001f29e2923c,800.0,800.0,Tharra,nitida,-16.78167,-151.44833,tharra nitida
133,2205793e-82f0-11de-a532-001f29e2923c,800.0,800.0,Tharra,nitida,-16.78167,-151.44833,tharra nitida
134,220899e8-82f0-11de-a532-001f29e2923c,800.0,800.0,Tharra,nitida,-16.78167,-151.44833,tharra nitida
135,220bbaf6-82f0-11de-a532-001f29e2923c,800.0,800.0,Tharra,nitida,-16.78167,-151.44833,tharra nitida
136,220ee35c-82f0-11de-a532-001f29e2923c,800.0,800.0,Tharra,nitida,-16.78167,-151.44833,tharra nitida
137,2212050a-82f0-11de-a532-001f29e2923c,800.0,800.0,Tharra,nitida,-16.78167,-151.44833,tharra nitida
138,221542c4-82f0-11de-a532-001f29e2923c,800.0,800.0,Tharra,nitida,-16.78167,-151.44833,tharra nitida
139,2218604e-82f0-11de-a532-001f29e2923c,800.0,800.0,Tharra,nitida,-16.78167,-151.44833,tharra nitida
140,221ed2d0-82f0-11de-a532-001f29e2923c,800.0,800.0,Tharra,nitida,-16.78167,-151.44833,tharra nitida
141,2221fe74-82f0-11de-a532-001f29e2923c,800.0,800.0,Tharra,nitida,-16.78167,-151.44833,tharra nitida
142,22251eec-82f0-11de-a532-001f29e2923c,800.0,800.0,Tharra,nitida,-16.78167,-151.44833,tharra nitida
143,2228522e-82f0-11de-a532-001f29e2923c,800.0,800.0,Tharra,nitida,-16.78167,-151.44833,tharra nitida
144,222b6ea0-82f0-11de-a532-001f29e2923c,465.0,465.0,Tharra,nitida,,,tharra nitida
145,222e8d92-82f0-11de-a532-001f29e2923c,465.0,465.0,Tharra,nitida,,,tharra nitida
146,2231ab30-82f0-11de-a532-001f29e2923c,465.0,465.0,Tharra,nitida,,,tharra nitida
147,2234caf4-82f0-11de-a532-001f29e2923c,465.0,465.0,Tharra,nitida,,,tharra nitida
148,2237e932-82f0-11de-a532-001f29e2923c,465.0,465.0,Tharra,nitida,,,tharra nitida
149,223b0fd6-82f0-11de-a532-001f29e2923c,465.0,465.0,Tharra,nitida,,,tharra nitida
150,223e4660-82f0-11de-a532-001f29e2923c,1400.0,1400.0,Batracomorphus,colina,-17.58917,-149.50528,batracomorphus colina
151,2241526a-82f0-11de-a532-001f29e2923c,712.0,712.0,Tharra,nitida,,,tharra nitida
152,22445244-82f0-11de-a532-001f29e2923c,712.0,712.0,Tharra,nitida,,,tharra nitida
153,22474dbe-82f0-11de-a532-001f29e2923c,712.0,712.0,Tharra,nitida,,,tharra nitida
154,224a6c2e-82f0-11de-a532-001f29e2923c,712.0,712.0,Tharra,nitida,,,tharra nitida
155,224f57de-82f0-11de-a532-001f29e2923c,712.0,712.0,Tharra,nitida,,,tharra nitida
156,2254168e-82f0-11de-a532-001f29e2923c,712.0,712.0,Tharra,nitida,,,tharra nitida
157,2258d39a-82f0-11de-a532-001f29e2923c,722.0,722.0,Tharra,nitida,,,tharra nitida
158,225d9af6-82f0-11de-a532-001f29e2923c,722.0,722.0,Tharra,nitida,,,tharra nitida
159,22624524-82f0-11de-a532-001f29e2923c,722.0,722.0,Tharra,nitida,,,tharra nitida
160,226704f6-82f0-11de-a532-001f29e2923c,722.0,722.0,Tharra,nitida,,,tharra nitida
161,9f7d6e20-27f6-11df-8033-001f29e2923c,457.0,457.0,Gyponana,germari,-17.53401,-149.81557,gyponana germari
162,9288ec20-8946-11de-a532-001f29e2923c,30.0,30.0,Cylas,formicarius,-17.49156,-149.82856,cylas formicarius
163,f8639c80-27f6-11df-8033-001f29e2923c,310.0,310.0,Homalodisca,vitripennis,-17.51515,-149.7943,homalodisca vitripennis
164,5e32fa48-894a-11de-a532-001f29e2923c,30.0,30.0,Lagocheirus,araneiformis,-17.49156,-149.82856,lagocheirus araneiformis
165,5e36265a-894a-11de-a532-001f29e2923c,30.0,30.0,Coleotichus,adamsoni,-17.49156,-149.82856,coleotichus adamsoni
166,5f02a068-894a-11de-a532-001f29e2923c,30.0,30.0,Hermetia,illucens,-17.49156,-149.82856,hermetia illucens
167,09f909fc-bab1-11de-9329-001f29e2923c,310.0,310.0,Macroglossum,hirundo,-17.50041,-149.8986,macroglossum hirundo
168,09fc1c14-bab1-11de-9329-001f29e2923c,310.0,310.0,Hyblaea,puera,-17.50041,-149.8986,hyblaea puera
169,8a9c8bbe-85c3-11e4-b3bf-00248188a0be,310.0,310.0,Herpetogramma,licarsisalis,-17.50041,-149.8986,herpetogramma licarsisalis
170,782d3046-85c3-11e4-b3bf-00248188a0be,310.0,310.0,Herpetogramma,licarsisalis,-17.50041,-149.8986,herpetogramma licarsisalis
171,0dfb8f92-85c3-11e4-b3bf-00248188a0be,310.0,310.0,Maruca,vitrata,-17.50041,-149.8986,maruca vitrata
172,0a8244ba-bab1-11de-9329-001f29e2923c,310.0,310.0,Cydia,pseudomalesana,-17.50041,-149.8986,cydia pseudomalesana
173,7d176a42-85c1-11e4-b3bf-00248188a0be,310.0,310.0,Pectinophora,gossypiella,-17.50041,-149.8986,pectinophora gossypiella
174,0b030d02-bab1-11de-9329-001f29e2923c,800.0,800.0,Targalla,delatrix,-17.52654,-149.80339,targalla delatrix
175,f5a37f4e-8695-11e4-93ff-00248188a0be,800.0,800.0,Opogona,regressa,-17.52654,-149.80339,opogona regressa
176,be94c902-c832-11e4-8441-00248188a0be,800.0,800.0,Plutella,xylostella,-17.52654,-149.80339,plutella xylostella
177,895884c6-27f7-11df-8033-001f29e2923c,800.0,800.0,Tharra,tahitiensis,-17.52654,-149.80339,tharra tahitiensis
178,0b55a0ee-bab1-11de-9329-001f29e2923c,800.0,800.0,Dichelopa,argoschista,-17.52654,-149.80339,dichelopa argoschista
179,75be9ece-8697-11e4-93ff-00248188a0be,800.0,800.0,Labdia,dicyanitis,-17.52654,-149.80339,labdia dicyanitis
180,0baca844-bab1-11de-9329-001f29e2923c,350.0,350.0,Trissodoris,honorariella,-17.54855,-149.84122,trissodoris honorariella
181,0bd5597e-bab1-11de-9329-001f29e2923c,1120.0,1120.0,Hippotion,celerio,-17.55191,-149.82112,hippotion celerio
182,330f50b8-868e-11e4-93ff-00248188a0be,840.0,840.0,Hypena,longfieldiae,-17.55352,-149.81747,hypena longfieldiae
183,f1682dce-868d-11e4-93ff-00248188a0be,840.0,840.0,Condica,hollowayi,-17.55352,-149.81747,condica hollowayi
184,c50e97f0-868c-11e4-93ff-00248188a0be,840.0,840.0,Condica,hollowayi,-17.55352,-149.81747,condica hollowayi
185,12888286-8690-11e4-93ff-00248188a0be,840.0,840.0,Condica,illecta,-17.55352,-149.81747,condica illecta
186,9db52ed2-868f-11e4-93ff-00248188a0be,840.0,840.0,Callopistria,steevei,-17.55352,-149.81747,callopistria steevei
187,e31cb55e-27f7-11df-8033-001f29e2923c,940.0,940.0,Lallemandana,fenestrata,-17.55337,-149.8186,lallemandana fenestrata
188,00a0cc8c-27f8-11df-8033-001f29e2923c,940.0,940.0,Tharra,tahitiensis,-17.55337,-149.8186,tharra tahitiensis
189,13aa3480-27f8-11df-8033-001f29e2923c,940.0,940.0,Tharra,tahitiensis,-17.55337,-149.8186,tharra tahitiensis
190,2b2c0bf6-27f8-11df-8033-001f29e2923c,940.0,940.0,Tharra,tahitiensis,-17.55337,-149.8186,tharra tahitiensis
191,836caa5e-27fe-11df-8033-001f29e2923c,940.0,940.0,Tharra,tahitiensis,-17.55337,-149.8186,tharra tahitiensis
192,0d03775e-bab1-11de-9329-001f29e2923c,940.0,940.0,Dichelopa,argoschista,-17.55337,-149.8186,dichelopa argoschista
193,b10e7aba-8694-11e4-93ff-00248188a0be,940.0,940.0,Opogona,discordia,-17.55337,-149.8186,opogona discordia
194,8d5dec68-8694-11e4-93ff-00248188a0be,940.0,940.0,Opogona,discordia,-17.55337,-149.8186,opogona discordia
195,6b5f3ebe-8694-11e4-93ff-00248188a0be,940.0,940.0,Opogona,discordia,-17.55337,-149.8186,opogona discordia
196,297450c0-8694-11e4-93ff-00248188a0be,940.0,940.0,Opogona,discordia,-17.55337,-149.8186,opogona discordia
197,3cf6e0da-8695-11e4-93ff-00248188a0be,940.0,940.0,Adeana,leucoxantha,-17.55337,-149.8186,adeana leucoxantha
198,0d737234-bab1-11de-9329-001f29e2923c,300.0,300.0,Cydia,pseudomalesana,-17.49453,-149.83711,cydia pseudomalesana
199,dea76232-8b1e-11e4-93ff-00248188a0be,300.0,300.0,Pectinophora,gossypiella,-17.49453,-149.83711,pectinophora gossypiella
200,dbf94840-8b1c-11e4-93ff-00248188a0be,75.0,75.0,Omiodes,diemenalis,-17.5284,-149.8605,omiodes diemenalis
201,7ecfac18-8b1c-11e4-93ff-00248188a0be,75.0,75.0,Luceria,oculalis,-17.5284,-149.8605,luceria oculalis
202,394c2d4c-85bd-11e4-b3bf-00248188a0be,75.0,75.0,Plutella,xylostella,-17.5284,-149.8605,plutella xylostella
203,02beb706-8b1f-11e4-93ff-00248188a0be,340.0,340.0,Labdia,dicyanitis,-17.50173,-149.89871,labdia dicyanitis
204,556be868-8695-11e4-93ff-00248188a0be,410.0,410.0,Adeana,leucoxantha,-17.4921,-149.78548,adeana leucoxantha
205,0e12e1fc-bab1-11de-9329-001f29e2923c,410.0,410.0,Omiodes,diemenalis,-17.4921,-149.78548,omiodes diemenalis
206,550e27f2-85c1-11e4-b3bf-00248188a0be,310.0,310.0,Targalla,delatrix,-17.50041,-149.8986,targalla delatrix
207,131bb65c-85c1-11e4-b3bf-00248188a0be,310.0,310.0,Aedia,sericea,-17.50041,-149.8986,aedia sericea
208,62bb2e5a-85c0-11e4-b3bf-00248188a0be,310.0,310.0,Callopistria,steevei,-17.50041,-149.8986,callopistria steevei
209,b1205776-85bd-11e4-b3bf-00248188a0be,310.0,310.0,Callopistria,maillardi,-17.50041,-149.8986,callopistria maillardi
210,7676fb16-85c2-11e4-b3bf-00248188a0be,310.0,310.0,Chrysodeixis,chalcites,-17.50041,-149.8986,chrysodeixis chalcites
211,e2aa181e-a2cc-11e4-8c9e-00248188a0be,15.0,15.0,Omiodes,diemenalis,,,omiodes diemenalis
212,da44816a-a465-11e4-8c9e-00248188a0be,15.0,15.0,Chasmina,tibialis,,,chasmina tibialis
